text,positive,negative,assigned,Jakob,Jamie,Darren,Final Decision,Agree w/ Vader,Heather
St Josephs better known as Joeys one of Australias largest and most expensive Catholic boys schools receives Pfizer COVID-19 vaccine jabs but not the rest of Australia. Liberals help out mates.,1.00,0.00,Positive,,,u,u,,
"Although If vaccine came, it wont be 100% efficient. India recovery rate is quite good and education sector create the largest employment. It is better to educate the youth rather than allowing them to roam.#Open_College",0.78,0.22,Positive,,,u,u,,
"#NCOC no vaccine for overseas in #nishtar medical college multan, neither in #quadazam center.",0.00,1.00,Negative,,,u,u,,
Did you read the quote from Richard Stokes the boss of Boarding Schools Australia? Last 4 paragraphs yeah nah.,0.61,0.39,Positive,,,u,u,,
"Rich year 12 kids at St Josephs College getting access to the Pfizer vaccine while at risk adults wait patiently in lock downs? You need to have a chat with your pal, Gladys...",0.63,0.37,Positive,,,u,u,,
"My state had a vaccine lottery for younger ppl. Someone won 1M , someone else a scholarship to college. I looked at WaPo yesterday, and according to their tracker, at this rate, my state will reach 70% in march of 22. Its unreal.",1.00,0.00,Positive,,,p,p,,
finishing college tomorrow and celebrating w my second vaccine,1.00,0.00,Positive,,,p,p,,
Age-eligible students and college students should get vaccinated now to be safe for the school year! is offering many free vaccine clinics. When and where? Go to,1.00,0.00,Positive,,,p,p,,
Explain half full in terms of spreading Covid and giving it a greater chance of vaccine escape.,1.00,0.00,Positive,,,p,p,,
"Dr. Orient with the Association of American Physicians and Surgeons says, Its really outrageous that young people are being forced to get the vaccine or theyll be kicked out of their college if they dont.",0.00,1.00,Negative,,,a,a,,
"Eye on offline classes, Karnataka focuses on #CovidVaccine shots to college students. NDTVs Maya Sharma reports Read here:",0.00,1.00,Negative,,,p,p,,
A Republican-crafted bill to ban so-called COVID-19 vaccine passports in some cases and to restrict the health secretarys actions during health emergencies was vetoed Thursday by Pennsylvanias Democratic governor.,0.00,1.00,Negative,,,u,u,,
Uh no. I went to a commuter college. All students had to have their vaccine records for admission &amp; all vaccines had to be current (mid 1980s). Same was true when my parents went to the same college in the 1950s. You Millennials are so willfully ignorant.,0.38,0.62,Negative,,,p,p,,
"You want ID for everything except voting. If people can\t afford an ID, why aren\t they free? You want to give free college, free daycare, free covid vaccine but not a free ID?",0.76,0.24,Positive,,,u,u,,
He said every school child. Age group mainly suffering heart damage is college age. And he still touts &amp; takes credit for the vaccine.,0.26,0.74,Negative,,,a,a,,
"The Fat F*CKER Science denier NEVER DEVELOPED a VACCINE . He couldn\t tell a Beaker from a Bunsen Burner. #CADETBONESPURS hired a proxy to take his college entrance exams!#Darwin will take care of the unvaccinated, they follow your Seditious Cult party. #DeathLottery",0.54,0.46,Positive,,,p,p,,
getting my 2nd vaccine shot in sheridan colleges gymnasium while da baby is being blasted over the speakers as i try not to cry from my fear of needles is peak 2021,0.44,0.56,Negative,,,p,p,,
"Soooo how bout this: no vaccine, your health gets cancelled and its all on you. You cant fly, cant go to college and IF your caught without a mask in public Anti vaccer jail &amp; huge fine. Its time to stop pussyfooting around with these assholes.",0.25,0.75,Negative,,,p,p,,
Why would a healthy college athlete take an experimental vaccine?,1.00,0.00,Positive,,,a,a,,
#BreakingNews: Michigan Gov. Gretchen Whitmer plans to detail her MI Shot to Win COVID vaccine sweepstakes and college scholarship plan at a news conference tomorrow. Here\s what we know about it so far. The story for :,1.00,0.00,Positive,,,u,u,,
I dont hear college kids complaining about having to get vaccine. You had to have vaccines to attend grammar school. So shut up and do it and save your own life in the process,0.64,0.36,Positive,,,p,p,,
Did you hear about the public school in Alice Springs having all students accidentally vaccinated? No? Funny about that.NSW Health apologises for error after St Josephs College students receive Pfizer COVID-19 vaccine jabs,0.19,0.81,Negative,,,u,u,,
"We are being forced to give offline exams in this situation! Where not all the people have took vaccine, we are too vulnerable to the virus outside and our college expects us to give offline exams from 12july.People seeing this plzz help to reach to the govt.!! Please",0.41,0.59,Negative,,,p,p,,
At least theyre equal opportunity rorters,1.00,0.00,Positive,,,u,u,,
"We are doing this for every student, faculty and staff member at the College. JCCC is taking the pledge and committing to action. Get the COVID-19 vaccine. Learn more:",1.00,0.00,Positive,,,p,p,,
The Biden administration created the White House Covid-19 College Vaccine Challenge in an effort to get universities to recommend or even mandate college students to receive the vaccine.Someone should ask if Obama has made his daughter in college get vaccinated.,1.00,0.00,Positive,,,u,u,,
"Oh wait you convinced the pre vaccine patients who got sick &amp; survived 2 get vaccinated. How convenient, guess well never know now. Whoever is running this vaccine marketing racket sure didnt take college statistics or maybe they did &amp; know exactly how 2 hide accurate results.",0.68,0.32,Positive,,,a,a,,
"For college students says to get vaccinated befor 8th July and I cant get dose 1 vaccine from mid may , once it was stopped befor two days of vaccination and till today I dont get it",0.00,1.00,Negative,,,p,p,,
"Announcing the Cash for College winner now...14-year-old Vania Martinez had started a summer jobs so she could save for college.After seeing so many suffering, and losing loved ones, Martinez did her research and got the vaccine. Now she has a full ride to a 4-year college.",0.65,0.35,Positive,,,p,p,,
Imperial on the winter exit wave that Whitty cited: delaying step 4 also affords the opportunity to further increase population-level vaccine protection - for example through booster doses or vaccinating children under 18 years.,1.00,0.00,Positive,,,p,p,,
Its time to get vaccinated Covid Vaccination Drive The vaccine reduces your risk of infection. The vaccine protects against severe illness. The vaccine will help you reconnect with friends and family. College Shaheen Nagar Bidar #CovidVaccinationDrive,0.52,0.48,Positive,,,p,p,,
BREAKING: Michigan to launch a vaccine lottery in partnership with Meijer and the United Way.$5 million in cash and 9 college scholarships up for grabs.,1.00,0.00,Positive,,,u,u,,
. has vetoed a Republican-crafted bill to ban so-called COVID-19 vaccine passports and restrict the health secretary\s actions during health emergencies.,0.00,1.00,Negative,,,u,u,,
How College COVID Vaccine Mandates Put Students In Danger #copolitics #ncaa #big10 #big12 #sec,0.00,1.00,Negative,,,a,a,,
If you play team sports Get your #Covid19 #vaccine so your team doesnt experience this,1.00,0.00,Positive,,,p,p,,
I like this guy.,1.00,0.00,Positive,,,u,u,,
Thank you Thank you for posting this article. This article is well known to me and II have been waiting! This is the problem with VAERS. There is no known connection between the vaccine and this young teens death. Comes under what my college prof called the pickle death theory,0.35,0.65,Negative,,,p,p,,
"I also have kids, My 20 yr old came home from college is living w my elderly parents who got the vaccine. they want her to get..I have 5, 3 are minors, 2 adults..idk how to parent this one either. I survived 8 wks of covid hell, thought I was going to die,survived, so Im waiting",0.50,0.50,Negative,,,p,p,,
I imagine there will be an alarming number of freshmen who opt out of college to avoid taking the vaccine.,0.26,0.74,Negative,,,p,p,,
Always-wrong Randi confirms it for anyone who was still in doubt. Listen to the real experts with the real data instead.,0.00,1.00,Negative,,,u,u,,
"Again how about 18 year old son that had Covid 3/2021 confirmed test, symptoms and positive antibodies. Now college requires a vaccine???what to do? As a mother? Doctor? Advise?",1.00,0.00,Positive,,,a,a,,
"On 15 July, is hosting a free online event exploring the historical and modern-day development of vaccination - from smallpox to #COVID19.Learn more and register for the event:",1.00,0.00,Positive,,,u,u,,
"As your thoughts settle, consider looking for answers to these questions. For example, look for articles about myocarditis in college athletes. Look for the actual cases of myocarditis post-vaccine and how those people fared. With Delta rolling in, I hope you will reconsider.",1.00,0.00,Positive,,,u,u,,
An error: health department says Sydney private school students given Pfizer vaccine by mistake - The Guardian Australia: NSW Health agreed to vaccinate Indigenous boarders at St Josephs College but through an error all year 12 boarders were,0.18,0.82,Negative,,,u,u,,
The vaccine has brought down the spread among those adults whose age and other factors make them vulnerable. Most College students are getting it in order not to wear masks and be continuously tested. Not sure about K-12 yet.,0.00,1.00,Negative,,,p,p,,
Whats the best way to recover from an all-nighter? I was up until 2am for the article linked below talking with my ace editors at Now Im a zombie. How do you kids recover from lack of sleep? Im definitely not a college student now.,0.76,0.24,Positive,,,u,u,,
"Jude Diggins, director, Royal College of Nursing, This disease does not disappear on 19 July. No available vaccine is 100% effective Public mask-wearing is straightforward and well-established government will regret the day it sent the wrong signal for political expediency.",0.37,0.63,Negative,,,p,p,,
The ACP recognized that special efforts may be needed to deliver #vaccines to the marginalized and underserved populations to promote equity. #COVID19 #Rheumatology,1.00,0.00,Positive,,,u,u,,
"Wore a mask at the grocery today. Im vaccinated, but it helped me feel safer, especially since the guy in line ahead of me told the cashier he wasnt getting a stupid vaccine. He then asked the kid if he went to college (yes) and then said he wasnt into that BShe was free.",1.00,0.00,Positive,,,p,p,,
