"","text","positive","negative","assigned"
"3221"," hey Admin, could ypu please answer me? Regarding to my vaccination I need to use the MRT, is it fine to show my Vaccine Invitation? Since Im a college student, I dont work and I cant ask for the STRP thing.. Hope to hear from you soon",1,0,"Positive"
"3222","   Each time we visit vaccination centre in Karnataka they say we are giving vaccine only to College Students. Very frustrating to aproach again and again",0.428571428571429,0.571428571428571,"Negative"
"3223","Nagaon College Covid Vaccine Centre doesnt h v proper vaccination Management system. Taking Que for RAT Test Again que for registration again que for vaccination. No social distancing followed.    Please make a proper management system ",0.508333333333333,0.491666666666667,"Positive"
"3224",". they are known as Barely Catholic sad to say! But for folks out there looking for a faithful Catholic college,  outside Naples Florida has NOT mandated such an invasive violation of our bodies with an experimental &amp; dangerous vaccine, just to attend! ",0.261818181818182,0.738181818181818,"Negative"
"3225","    My son mandated to get vaccine despite having had COVID/ pos.antibodies.His med exemption refused by college based on CDC guidance to vaccinate despite immunity. His dad has MS (similar autoimmune dz to Guillain-Barre)Concerned about myocarditis so got J and J instead. 1 wk out",0,1,"Negative"
"3226","     MGM, college, Donna:- In the morning itself total quota booked. Please release more vaccine for 2nd Dose in MGM COLLEGE.",1,0,"Positive"
"3227"," My son mandated to get vaccine despite having had COVID/ pos.antibodies.His med exemption refused by college based on CDC guidance to vaccinate despite immunity. His dad has MS (similar autoimmune dz to Guillain-Barre)Concerned about myocarditis so got J and J. One week out.",0,1,"Negative"
"3228","    No proper Covid vaccine management. No social distancing . All 1st dose and 2nd Dose covid vaccine together.Please Make Proper system in Nagaon College CVC . ",0,1,"Negative"
"3229","Pierce College is participating in the state-wide vaccine incentive program for college students. Eligible students will be entered into a drawing to win a $1,000 scholarship! Find all the details here: ",1,0,"Positive"
"3230","  Whats going to happen on college campuses? Especially in Iowa where mask mandates are illegal, no social distancing and no vaccine mandates. College kids engage in very high-risk behaviors. They did in 2020. It will be worse this yearand there are no protections.",0.15358361774744,0.84641638225256,"Negative"
"3231"," I would take a gap-year if I were in university until vaccine mandated were dropped and then realize a college degree just might not be the key to success in my future.",1,0,"Positive"
"3232","   Look at how the narrative is changing, We went from anyone who wants one, to do it or else.College and University before covid was talked about as right that everyone should have access to, now its we are debating that if you need to have the vaccine to worthy enough.",1,0,"Positive"
"3233","No changes planned for University of Missouri, Columbia College amid COVID-19 surge ",0,1,"Negative"
"3234",".#BostonCollege faces fury over #CovidVaccine exemptions denied over #abortion link ",0,1,"Negative"
"3235","This just so wrong.How are #VaccinePassports even possible with this rushed experiment. Learning as you go is madness when you\re forcing people to take it in order to participate in society. No vaccine college education, no employment, no entertainment ",0.203791469194313,0.796208530805687,"Negative"
"3236","#reopencollege #reopenschool PLEASE OPEN COLLEGE INSTITUTE WITH VACCINE CERTIFICATE.  ",1,0,"Positive"
"3237","  A nurse educator is suing a college in Virginia for trying to make her come back to work in person. Shes using the Americans with Disabilities act and shes going to win. She cant get the vaccine due to health issues. She will win.",0.781914893617021,0.218085106382979,"Positive"
"3238","  Well I would say 1/2 those grades listed dont qualify to get the vaccine.  Plus I am sure yall throwing a fit about schools asking who is vaccinated. YALL mad about college level courses taught in a select few colleges some how being in grade schools... ",0.684210526315789,0.315789473684211,"Positive"
"3239"," Look, college students are saying NO to the pricks in higher education:  ",0,1,"Negative"
"3240","Still confused and alarmed by this trend all around me of vaccinated parents discouraging their teenagers &amp; college students from getting the vaccine. #GetVaccinated #TeensNeedVaccines",0,1,"Negative"
"3241"," And never mind that most schools wont be able to mandate the vaccine once its available, either. Already seeing that problem with college campuses  public funding of any kind exempts them from being allowed to require vaccines for anyone.",0.557971014492754,0.442028985507246,"Positive"
"3242","Which phrase/concept irritates you the most?White SupremacyVoter SuppressionInstitutional Racism Critical Race Theory Global WarmingUndocumented ImmigrantsSanctuary CitiesFree College TuitionSafe and Effective VaccineDebunked by Fact-CheckersFree Healthcare",0.253298153034301,0.746701846965699,"Negative"
"3243","   Every vaccine has a risk, as does any medication. Even natural supplements can cause adverse affects in some ppl. When I went to school (including college), I was required to be vaccinated for certain communicable diseases. Is this still the case?",0.5,0.5,"Negative"
"3244","DH: COVID-19 vaccine encouraged, not required at North Central College ",1,0,"Positive"
"3245","Congrats to our All In for the Win Vaccine Lottery $100k cash winners!!! There are still plenty of cash and college scholarships up for grabs. Get vaccinated before the next drawing!!! Visit ",1,0,"Positive"
"3246","Thanks to  , I managed to get my 2nd dose of the Pfizer COVID vaccine at Seneca CollegePlease go follow them if youre looking for a COVID vaccine appointment.",1,0,"Positive"
"3247","Im not anti-COVID vaccination but I am 100% against mandating this vaccination, says .Conservative advocacy group  announced the launch of a campaign to fight #Vaccine mandates across college campuses. ",0,1,"Negative"
"3248","   Vaccine refuseniks dont seem to be smart enough to attend college, so Id say its weeding out the ineligible.",1,0,"Positive"
"3249","  Yes, it is mandatory. I got mine on at the local regional clinic (on campus in the ice rink at the Durham College.) I actually had to sit there for 30 minutes as I have a history (once) of a reaction to a vaccine.",1,0,"Positive"
"3250","Centennial College, Progress Campus in Scarborough [Toronto health unit]7325 2nd dose spots addedFirst available date is 2021-07-13Book at ",1,0,"Positive"
"3251","     I wish Facebook hadnt taken down the group on side effects from the vaccine, theres a young woman that was starting college in order to be enrolled in person she took the vaccine and had mini strokes and ended up in icu",1,0,"Positive"
"3252","Canadian colleges are also trying to decide whether to require a Covid-19 vaccine for Fall 2021 amid low numbers of college-aged individuals not getting vaccinated! #bbn #Canada #COVID19 #COVIDVaccination #college ",0,1,"Negative"
"3253","   Please Dr Tony .. can I have my vaccine so Ill have permission to go to school, summer camp, college, gym, pub, restaurant , gaa matches , bingo halls and everything else you are going to add to the list to force people whom covid poses no threat to take a vaccine ",0.621428571428571,0.378571428571429,"Positive"
"3254","We are very strongly encouraging people to get the vaccine, said MU spokesman Christian Basi. It is by far the best defense. ",1,0,"Positive"
"3255"," They are encouraging people to get vaccinated, they are not doing vaccine checks or prying into personal health matters.On January 6, 2021 147 Republicans in Congress voted to overturn the presidential election based on THE BIG LIE. We wont forget.",1,0,"Positive"
"3256"," this aged well. ",1,0,"Positive"
"3257","COVID-19 vaccine encouraged, not required at North CentralCollege ",1,0,"Positive"
"3258","#COVID vaccine clinic Thursday July 15th. MA announces VaxMillions Giveaway. Win $1 million or a college scholarship. Get your vaccine to be eligible to enter. Vaccine appointments available in Norwood. #GetTheVax ",1,0,"Positive"
"3259"," Something I dont want to listen to because I have a son which is 17 going on 18 and he is not allowed a vaccine even though he has to go to college where he has to mix in with students from foreign countries and is going to feel he is not been protected by this government policy",0,1,"Negative"
