"","clean_text","date","text","retweet_count","favorite_count","reply"
"3553","I got my Jab -SPUTNIK v- vaccine at 8.11 a.m today. We were requested to be present at 8 a.m by the Grama niladharini ,St Sylvesters college Kandy .Very well organized  pleasant Ceremony. Hundreds  of people , but highly disciplined. ",2021-06-25 09:34:35,"b'I got my Jab -SPUTNIK v- vaccine at 8.11 a.m today. We were requested to be present at 8 a.m by the Grama niladharini ,St Sylvesters college Kandy .Very well organized  pleasant Ceremony. Hundreds  of people , but highly disciplined. https://t.co/fiSmZjEDil'",0,0,0
"3554","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 537,445,493,1338,Dose2 Capacity: 55,305,446,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:32:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 537,445,493,1338,\nDose2 Capacity: 55,305,446,90,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3555","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 536,445,493,1343,Dose2 Capacity: 55,305,447,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:27:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 536,445,493,1343,\nDose2 Capacity: 55,305,447,90,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3556","im so glad i had my vaccine at the end of the week rather than the beginning because of college",2021-06-25 09:24:25,"b'im so glad i had my vaccine at the end of the week rather than the beginning because of college'",0,0,0
"3557","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 537,445,493,1348,Dose2 Capacity: 55,304,447,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:22:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 537,445,493,1348,\nDose2 Capacity: 55,304,447,90,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3558","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 537,445,493,1358,Dose2 Capacity: 55,303,447,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:17:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 537,445,493,1358,\nDose2 Capacity: 55,303,447,90,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3559","       Honble Minister Sir today Citizens came for vaccination as per the CMO Cachar order at TT College, from 4AM &amp; was sad as they had 2 return back without vaccine in this hottest day ",2021-06-25 09:16:57,"b""@CMOfficeAssam @himantabiswa @BJP4Assam @mygovassam @MoHFW_INDIA @assampolice @cacharpolice Hon'ble Minister Sir today Citizens came for vaccination as per the CMO Cachar order at TT College, from 4AM &amp; was sad as they had 2 return back without vaccine in this hottest day https://t.co/yg7LGaW35Y""",0,0,0
"3560","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 539,445,493,1367,Dose2 Capacity: 55,303,447,90,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:12:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 539,445,493,1367,\nDose2 Capacity: 55,303,447,90,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3561","13...first COVID-19 vaccine dose,for a chance to win one of 50, four-year full-ride scholarships (including tuition, fees, room-and-board, and expenses) to any New York State public college or university.",2021-06-25 09:12:43,"b'13...first COVID-19 vaccine dose,for a chance to win one of 50, four-year full-ride scholarships (including tuition, fees, room-and-board, and expenses) to any New York State public college or university.\n\nhttps://t.co/9lbNrDVkv8'",1,12,1
"3562","12. College ScholarshipsIn New York State where the infamous Andrew Cuomo is Governor they have a Get a Shot to Make Your Futurevaccineincentive. Parents orlegal guardians of any New Yorker, ages 12 to 17, can enter their childwho has received at least their",2021-06-25 09:12:42,"b""12. College Scholarships\n\nIn New York State where the infamous Andrew Cuomo is Governor they have a 'Get a Shot to Make Your Future'vaccineincentive. Parents orlegal guardians of any New Yorker, ages 12 to 17, can enter their childwho has received at least their""",1,11,1
"3563","Catholic College Vaccine Mandates: Cura Personalis or Needless Oppression?Click here: ",2021-06-25 09:11:06,"b'Catholic College Vaccine Mandates: Cura Personalis or Needless Oppression?\n\nClick here: https://t.co/mJtUip6vGJ'",0,0,0
"3564","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 539,445,493,1369,Dose2 Capacity: 55,303,450,91,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 09:07:51,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 539,445,493,1369,\nDose2 Capacity: 55,303,450,91,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3565"," I dont know except my brother in law studied for his PhD in research sciences at Trinity College Dublin.  Vaccines and viruses were often discussed. Vaccine development is usually a long and complex process often taking 10-15 yrs with a further five years of human trials.",2021-06-25 08:55:48,"b""@Billwoo43533006 I don't know except my brother in law studied for his PhD in research sciences at Trinity College Dublin.  Vaccines and viruses were often discussed. Vaccine development is usually a long and complex process often taking 10-15 yrs with a further five years of human trials.""",0,4,1
"3566","18 or older and not had your first COVID vaccine dose? #GrabAJab today! The Moderna vaccine is waiting for you at  10am-4pm (last admissions 3.30pm) No need to book, just walk in!Bring photo ID to prove your age!    ",2021-06-25 08:55:02,"b'18 or older and not had your first COVID vaccine dose? #GrabAJab today! \n\nThe Moderna vaccine is waiting for you at @Guildhall_Worc 10am-4pm (last admissions 3.30pm) \n\nNo need to book, just walk in!\n\nBring photo ID to prove your age!\n@worcscc @HW_CCG @worcester_uni @HOW_College https://t.co/XrHFC0mwY5'",15,11,0
"3567"," College should be re-opened only after giving two doses of vaccine. Only than students will be termed as Vaccinated not after just one dose.   ",2021-06-25 08:47:03,"b'@KarnatakaAidso College should be re-opened only after giving two doses of vaccine. Only than students will be termed as Vaccinated not after just one dose. @KarnatakaAidso @drashwathcn @BSYBJP'",0,1,1
"3568","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 556,444,496,1405,Dose2 Capacity: 56,303,466,93,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 08:23:31,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 556,444,496,1405,\nDose2 Capacity: 56,303,466,93,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3569","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 558,444,497,1409,Dose2 Capacity: 56,303,469,93,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 08:18:31,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 558,444,497,1409,\nDose2 Capacity: 56,303,469,93,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3570","Who wouldve thought the most exciting thing of my 1st year college life would be getting a freaking vaccine.",2021-06-25 07:47:57,"b""Who would've thought the most exciting thing of my 1st year college life would be getting a freaking vaccine.""",0,11,0
"3571","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 571,445,498,1449,Dose2 Capacity: 57,304,478,93,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 07:36:10,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 571,445,498,1449,\nDose2 Capacity: 57,304,478,93,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3572","Aged 18 or over? You can get your first vaccine dose today or this weekend at either The Guildhall (Worcester) or The Artrix (Bromsgrove)!See the poster below for more details on dates and times.#WorcestershireHour #CovidVaccine ",2021-06-25 07:30:09,"b'Aged 18 or over? You can get your first vaccine dose today or this weekend at either The Guildhall (Worcester) or The Artrix (Bromsgrove)!\n\nSee the poster below for more details on dates and times.\n\n#WorcestershireHour #CovidVaccine https://t.co/nJqz9tLCGG'",4,2,0
"3573","Instead, the Harborview Conference Room at the Barnstable County Complex, will serve as a new weekly vaccination site. ",2021-06-25 07:24:13,"b'Instead, the Harborview Conference Room at the Barnstable County Complex, will serve as a new weekly vaccination site. https://t.co/9BCGeXgM4O'",0,0,0
"3574","Though  ,cowin portal said 18+ can take free vaccine by visiting nearest center. Yesterday,I visited nearest center,they asked me to get permission from health inspector,who also didnt allowed despite showing offer letter from my college.  ",2021-06-25 07:17:40,"b""Though @narendramodi ,cowin portal said 18+ can take free vaccine by visiting nearest center. Yesterday,I visited nearest center,they asked me to get permission from health inspector,who also didn't allowed despite showing offer letter from my college. @HRDMinistry @DrRPNishank""",0,0,1
"3575","My kid got a vaccine and then became autistic.Thats post hoc ergo propter hoc!Studies say going to college gives you a wage premium! ",2021-06-25 07:12:10,"b'""My kid got a vaccine and then became autistic.""\n\n""Thats post hoc ergo propter hoc!""\n\n\n\n""Studies say going to college gives you a wage premium!"" https://t.co/zsaQKd8jXI'",9,50,1
"3576","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 596,447,497,1485,Dose2 Capacity: 57,310,487,95,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 07:11:10,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 596,447,497,1485,\nDose2 Capacity: 57,310,487,95,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3577","Research Combating Vaccine Hesitancy with Vaccine-Preventable Disease Familiarization: An Interview and Curriculum Intervention for College Students by Prof. Dr. Brian D. Poole et al.  #vaccines ",2021-06-25 07:07:01,"b'Research ""Combating Vaccine Hesitancy with Vaccine-Preventable Disease Familiarization: An Interview and Curriculum Intervention for College Students"" by Prof. Dr. Brian D. Poole et al.  \n#vaccines \n\nhttps://t.co/7uNFhf5YQc'",0,1,0
"3578","Trinity College at University of Cambridge hopes to fund projects to help identify and respond to emerging diseases that could become the next pandemic.Former Chief Medical Officer for England, Dame Sally Davies explains the Trinity Challenge.More: ",2021-06-25 06:58:46,"b'Trinity College at University of Cambridge hopes to fund projects to help identify and respond to emerging diseases that could become the next pandemic.\n\nFormer Chief Medical Officer for England, Dame Sally Davies explains the Trinity Challenge.\n\nMore: https://t.co/NyurkkG1gg https://t.co/yTFhX4iHl1'",18,30,0
"3579","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 609,448,500,1500,Dose2 Capacity: 59,310,500,100,Dates Available: 25-06-2021,26-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 06:52:50,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 609,448,500,1500,\nDose2 Capacity: 59,310,500,100,\nDates Available: 25-06-2021,26-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3580","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 612,448,Dose2 Capacity: 59,310,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 06:47:50,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 612,448,\nDose2 Capacity: 59,310,\nDates Available: 25-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3581"," Hialeah  Tuesday, June 29Miami Dade College Clinic1780 W 49th St, Room 5101 Hialeah, FL 9 a.m. - 5 p.m.Pfizer Vaccine (Pfizer approved for ages 12 - 17 &amp; must be accompanied by a parent or guardian)Call to schedule appointment or walk-ins are also welcomed.#Hialeah ",2021-06-25 06:44:47,"b' Hialeah  Tuesday, June 29\nMiami Dade College Clinic\n1780 W 49th St, Room 5101 Hialeah, FL \n9 a.m. - 5 p.m.\nPfizer Vaccine (Pfizer approved for ages 12 - 17 &amp; must be accompanied by a parent or guardian)\nCall to schedule appointment or walk-ins are also welcomed.\n#Hialeah https://t.co/GGVXKKnApi'",1,0,0
"3582","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 613,448,Dose2 Capacity: 59,311,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 06:42:50,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 613,448,\nDose2 Capacity: 59,311,\nDates Available: 25-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3583","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 615,448,Dose2 Capacity: 59,312,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 06:37:50,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 615,448,\nDose2 Capacity: 59,312,\nDates Available: 25-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3584","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 618,450,Dose2 Capacity: 59,313,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 06:32:50,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 618,450,\nDose2 Capacity: 59,313,\nDates Available: 25-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3585","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 620,451,Dose2 Capacity: 59,317,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 06:22:50,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 620,451,\nDose2 Capacity: 59,317,\nDates Available: 25-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3586","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 627,451,Dose2 Capacity: 59,318,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 06:17:50,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 627,451,\nDose2 Capacity: 59,318,\nDates Available: 25-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3587","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 639,453,Dose2 Capacity: 59,318,Dates Available: 25-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-25 06:12:50,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 639,453,\nDose2 Capacity: 59,318,\nDates Available: 25-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"3588","So you have a 18 year old going to college and many colleges are demanding the vaccine. What do you do? ",2021-06-25 06:08:47,"b'So you have a 18 year old going to college and many colleges are demanding the vaccine. What do you do? https://t.co/OXtDog96pB'",0,0,0
